bank_version,candidate_id,candidate_group_id,descriptor_family,output_name,unit,source_population,aggregation_formula,applicable_family,direct_or_derived,source_bank,source_value_table,technical_role,qualification_status,confidence_status,later_evaluation_role,active_feature,promoted,y_evidence,notes,model_count,finite_count,unique_count,unified_block_id,unified_block_member_count,unified_edge_degree
XREG-v0.3-TECHNICAL,LIT-X016::void_chord_z_q10_mm,LIT-X016,directional_void_chord,void_chord_z_q10_mm,mm,directional phase chord run-length distribution on fixed V128 voxel mask,directional phase chord run-length distribution on fixed V128 voxel mask,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,retained_sensitivity_trace,full58_technical_census_not_scientifically_selected,likely_or_hold_by_existing_policy,existing_bank_reference_retained_sensitivity_trace,False,False,False,raw value is persisted even when held or diagnostic,58,58,9,U096-BLK-079,1,0
XREG-v0.3-TECHNICAL,LIT-X016::void_chord_z_q50_mm,LIT-X016,directional_void_chord,void_chord_z_q50_mm,mm,directional phase chord run-length distribution on fixed V128 voxel mask,directional phase chord run-length distribution on fixed V128 voxel mask,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,retained_sensitivity_trace,full58_technical_census_not_scientifically_selected,likely_or_hold_by_existing_policy,existing_bank_reference_retained_sensitivity_trace,False,False,False,raw value is persisted even when held or diagnostic,58,58,16,U096-BLK-080,1,0
XREG-v0.3-TECHNICAL,LIT-X016::void_chord_z_q90_mm,LIT-X016,directional_void_chord,void_chord_z_q90_mm,mm,directional phase chord run-length distribution on fixed V128 voxel mask,directional phase chord run-length distribution on fixed V128 voxel mask,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,retained_sensitivity_trace,full58_technical_census_not_scientifically_selected,likely_or_hold_by_existing_policy,existing_bank_reference_retained_sensitivity_trace,False,False,False,raw value is persisted even when held or diagnostic,58,58,22,U096-BLK-081,1,0
XREG-v0.3-TECHNICAL,LIT-X016::void_chord_z_spanning_line_fraction,LIT-X016,directional_void_chord,void_chord_z_spanning_line_fraction,dimensionless,directional phase chord run-length distribution on fixed V128 voxel mask,directional phase chord run-length distribution on fixed V128 voxel mask,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,retained_sensitivity_trace,full58_technical_census_not_scientifically_selected,likely_or_hold_by_existing_policy,existing_bank_reference_retained_sensitivity_trace,False,False,False,raw value is persisted even when held or diagnostic,58,58,53,U096-BLK-082,1,0
XREG-v0.3-TECHNICAL,LIT-X017::beta0_count,LIT-X017,topology_terms,beta0_count,count,fixed_40mm_binary_volume,count_26_connected_solid_components,"B,C,L,F,T",direct_formula_output,PRM094_second_wave,PRM092_second_wave_full58_V128_values_long.csv,hold_low_variation_trace_only,not_qualified_requires_full58_CQ01_to_CQ09,unresolved,hold_low_variation_trace_only,False,False,False,constant_on_panel,58,58,2,U096-BLK-083,2,1
XREG-v0.3-TECHNICAL,LIT-X017::beta0_density,LIT-X017,topology_terms,beta0_density,1/mm^3,fixed_40mm_binary_volume,beta0/64000,"B,C,L,F,T",direct_formula_output,PRM094_second_wave,PRM092_second_wave_full58_V128_values_long.csv,hold_low_variation_trace_only,not_qualified_requires_full58_CQ01_to_CQ09,unresolved,hold_low_variation_trace_only,False,False,False,constant_on_panel,58,58,2,U096-BLK-083,2,1
XREG-v0.3-TECHNICAL,LIT-X023::axis_power_fraction_x,LIT-X023,structure_factor,axis_power_fraction_x,dimensionless,mean_subtracted_fixed_40mm_binary_volume,sum(nonzero_x_axis_line_power)/sum(nonzero_3D_power),"B,C,L,F,T",direct_formula_output,PRM094_second_wave,PRM092_second_wave_full58_V128_values_long.csv,likely_full58_technical_candidate_not_selected,not_qualified_requires_full58_CQ01_to_CQ09,likely,later_nested_standalone_challenger,False,False,False,variable_on_panel,58,58,58,U096-BLK-084,1,0
XREG-v0.3-TECHNICAL,LIT-X023::axis_power_fraction_y,LIT-X023,structure_factor,axis_power_fraction_y,dimensionless,mean_subtracted_fixed_40mm_binary_volume,sum(nonzero_y_axis_line_power)/sum(nonzero_3D_power),"B,C,L,F,T",direct_formula_output,PRM094_second_wave,PRM092_second_wave_full58_V128_values_long.csv,likely_full58_technical_candidate_not_selected,not_qualified_requires_full58_CQ01_to_CQ09,likely,later_nested_standalone_challenger,False,False,False,variable_on_panel,58,58,58,U096-BLK-085,1,0
XREG-v0.3-TECHNICAL,LIT-X023::axis_power_fraction_z,LIT-X023,structure_factor,axis_power_fraction_z,dimensionless,mean_subtracted_fixed_40mm_binary_volume,sum(nonzero_z_axis_line_power)/sum(nonzero_3D_power),"B,C,L,F,T",direct_formula_output,PRM094_second_wave,PRM092_second_wave_full58_V128_values_long.csv,likely_full58_technical_candidate_not_selected,not_qualified_requires_full58_CQ01_to_CQ09,likely,later_nested_standalone_challenger,False,False,False,variable_on_panel,58,58,58,U096-BLK-086,1,0
XREG-v0.3-TECHNICAL,LIT-X023::peak_wavelength_x,LIT-X023,structure_factor,peak_wavelength_x,mm,mean_subtracted_fixed_40mm_binary_volume,1/argmax_nonzero_axisline_frequency_x; longest_wavelength_tie,"B,C,L,F,T",direct_formula_output,PRM094_second_wave,PRM092_second_wave_full58_V128_values_long.csv,likely_full58_technical_candidate_not_selected,not_qualified_requires_full58_CQ01_to_CQ09,likely,later_nested_standalone_challenger,False,False,False,variable_on_panel,58,58,9,U096-BLK-087,1,0
XREG-v0.3-TECHNICAL,LIT-X023::peak_wavelength_y,LIT-X023,structure_factor,peak_wavelength_y,mm,mean_subtracted_fixed_40mm_binary_volume,1/argmax_nonzero_axisline_frequency_y; longest_wavelength_tie,"B,C,L,F,T",direct_formula_output,PRM094_second_wave,PRM092_second_wave_full58_V128_values_long.csv,likely_full58_technical_candidate_not_selected,not_qualified_requires_full58_CQ01_to_CQ09,likely,later_nested_standalone_challenger,False,False,False,variable_on_panel,58,58,8,U096-BLK-088,1,0
XREG-v0.3-TECHNICAL,LIT-X023::peak_wavelength_z,LIT-X023,structure_factor,peak_wavelength_z,mm,mean_subtracted_fixed_40mm_binary_volume,1/argmax_nonzero_axisline_frequency_z; longest_wavelength_tie,"B,C,L,F,T",direct_formula_output,PRM094_second_wave,PRM092_second_wave_full58_V128_values_long.csv,likely_full58_technical_candidate_not_selected,not_qualified_requires_full58_CQ01_to_CQ09,likely,later_nested_standalone_challenger,False,False,False,variable_on_panel,58,58,8,U096-BLK-089,1,0
XREG-v0.3-TECHNICAL,LIT-X019::solid_void_chord_q50_geomean_ratio,LIT-X019,phase_scale_ratio,solid_void_chord_q50_geomean_ratio,ratio,matched fixed-V128 solid/void directional q50 chord summaries,geometric mean of matched x/y/z q50 solid-to-void chord ratios,B|C|F|L|T,derived_from_existing_X001_X016_parents,PRM100_full58_exact_permit,PRM099_third_wave_full58_six_values_long.csv,sensitivity_candidate,full58_resolution_qualified_not_selected,likely_resolution_qualified_confirmed_lineage,third_wave_likely_unselected,False,False,False,PRM100 exact execution; source filename retains PRM099 prefix by permit-runner compatibility; no y/selection/promotion,58,58,40,U101-BLK-090,1,0
XREG-v0.3-TECHNICAL,LIT-X019::solid_void_chord_x_q50_ratio,LIT-X019,phase_scale_ratio,solid_void_chord_x_q50_ratio,ratio,matched fixed-V128 solid/void x-direction q50 chord summaries,"solid q50 / void q50, same x axis/stat/resolution",B|C|F|L|T,derived_from_existing_X001_X016_parents,PRM100_full58_exact_permit,PRM099_third_wave_full58_six_values_long.csv,sensitivity_candidate,full58_resolution_qualified_not_selected,likely_resolution_qualified_confirmed_lineage,third_wave_likely_unselected,False,False,False,PRM100 exact execution; source filename retains PRM099 prefix by permit-runner compatibility; no y/selection/promotion,58,58,31,U101-BLK-091,1,0
XREG-v0.3-TECHNICAL,LIT-X019::solid_void_chord_y_q50_ratio,LIT-X019,phase_scale_ratio,solid_void_chord_y_q50_ratio,ratio,matched fixed-V128 solid/void y-direction q50 chord summaries,"solid q50 / void q50, same y axis/stat/resolution",B|C|F|L|T,derived_from_existing_X001_X016_parents,PRM100_full58_exact_permit,PRM099_third_wave_full58_six_values_long.csv,sensitivity_candidate,full58_resolution_qualified_not_selected,likely_resolution_qualified_confirmed_lineage,third_wave_likely_unselected,False,False,False,PRM100 exact execution; source filename retains PRM099 prefix by permit-runner compatibility; no y/selection/promotion,58,58,33,U101-BLK-092,1,0
XREG-v0.3-TECHNICAL,LIT-X019::solid_void_chord_z_q50_ratio,LIT-X019,phase_scale_ratio,solid_void_chord_z_q50_ratio,ratio,matched fixed-V128 solid/void z-direction q50 chord summaries,"solid q50 / void q50, same z axis/stat/resolution",B|C|F|L|T,derived_from_existing_X001_X016_parents,PRM100_full58_exact_permit,PRM099_third_wave_full58_six_values_long.csv,sensitivity_candidate,full58_resolution_qualified_not_selected,likely_resolution_qualified_confirmed_lineage,third_wave_likely_unselected,False,False,False,PRM100 exact execution; source filename retains PRM099 prefix by permit-runner compatibility; no y/selection/promotion,58,58,34,U101-BLK-093,1,0
XREG-v0.3-TECHNICAL,LIT-X024::ect_abs_auc_direction_mean_per_mm3,LIT-X024,euler_characteristic_transform,ect_abs_auc_direction_mean_per_mm3,1/mm3,fixed-V128 solid-26 ECT curves over 26 directions and 129 projection heights,mean direction-normalized absolute ECT area under curve / specimen volume,B|C|F|L|T,direct_from_existing_V128_mask_formula,PRM100_full58_exact_permit,PRM099_third_wave_full58_six_values_long.csv,diagnostic_blocked_by_X004_redundancy,full58_resolution_qualified_not_selected,likely_resolution_qualified_confirmed_lineage,blocked_diagnostic_not_selected,False,False,False,PRM100 exact execution; source filename retains PRM099 prefix by permit-runner compatibility; no y/selection/promotion,58,58,58,U096-BLK-044,3,2
XREG-v0.3-TECHNICAL,LIT-X024::ect_total_variation_direction_mean_per_mm3,LIT-X024,euler_characteristic_transform,ect_total_variation_direction_mean_per_mm3,1/mm3,fixed-V128 solid-26 ECT curves over 26 directions and 129 projection heights,mean direction-normalized total variation / specimen volume,B|C|F|L|T,direct_from_existing_V128_mask_formula,PRM100_full58_exact_permit,PRM099_third_wave_full58_six_values_long.csv,sensitivity_candidate,full58_resolution_qualified_not_selected,likely_resolution_qualified_confirmed_lineage,third_wave_likely_unselected,False,False,False,PRM100 exact execution; source filename retains PRM099 prefix by permit-runner compatibility; no y/selection/promotion,58,58,58,U101-BLK-094,1,0
